Umur,Pendapatan Bulanan (ribu Rupiah),Jarak Tempuh Harian (km),Status Pekerjaan,Preferensi Harga,Preferensi Kecepatan,Preferensi Kapasitas,Ketersediaan Pajak,Ketersediaan Parkir,Ketersediaan Bahan Bakar,Ketersediaan Teknologi,Ketersediaan Perawatan,Ketersediaan Asuransi,Ketersediaan Warna,Ketersediaan Fitur Keselamatan,Ketersediaan Fitur Hiburan,Ketersediaan Aksesori,Ketersediaan Ruang Penumpang,Ketersediaan Ruang Bagasi,Jenis Kendaraan Dipilih
45,24963,65,Tidak Bekerja,Sedang,Cepat,Sedang,Tidak,Cukup,Listrik,Rendah,Kurang,Ya,Beragam,Cukup,Cukup,Cukup,Luas,Sempit,Mobil
33,10979,59,Pegawai Negeri,Mahal,Cepat,Besar,Tidak,Baik,Listrik,Tinggi,Kurang,Ya,Beragam,Cukup,Cukup,Cukup,Luas,Luas,Mobil Listrik
18,4380,56,Tidak Bekerja,Sedang,Lambat,Sedang,Tidak,Cukup,Listrik,Tinggi,Baik,Tidak,Terbatas,Cukup,Lengkap,Cukup,Sempit,Sempit,Sepeda Motor
22,4693,57,Pelajar/Mahasiswa,Murah,Sedang,Besar,Ya,Baik,Bensin,Sedang,Baik,Ya,Terbatas,Lengkap,Lengkap,Cukup,Luas,Luas,Sepeda Motor
63,11232,87,Tidak Bekerja,Sedang,Cepat,Sedang,Tidak,Baik,Solar,Rendah,Kurang,Tidak,Terbatas,Kurang,Kurang,Cukup,Luas,Sempit,Mobil Listrik
42,15332,59,Pensiunan,Murah,Lambat,Sedang,Tidak,Kurang,Solar,Tinggi,Kurang,Tidak,Terbatas,Lengkap,Kurang,Kurang,Sempit,Luas,Sepeda Motor
24,22661,13,Tidak Bekerja,Murah,Lambat,Sedang,Ya,Cukup,Listrik,Rendah,Baik,Ya,Beragam,Kurang,Cukup,Cukup,Cukup,Luas,Sepeda Motor
58,19276,50,Pensiunan,Mahal,Sedang,Besar,Ya,Baik,Bensin,Tinggi,Kurang,Tidak,Beragam,Kurang,Lengkap,Kurang,Sempit,Cukup,Sepeda
58,23094,86,Wiraswasta,Sedang,Cepat,Sedang,Tidak,Baik,Gas,Rendah,Baik,Tidak,Terbatas,Cukup,Lengkap,Cukup,Luas,Luas,Mobil Listrik
59,8130,87,Pegawai Negeri,Murah,Cepat,Kecil,Tidak,Baik,Gas,Rendah,Baik,Tidak,Beragam,Lengkap,Kurang,Lengkap,Sempit,Cukup,Mobil Listrik
42,23536,82,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Ya,Kurang,Bensin,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Lengkap,Sempit,Sempit,Sepeda
21,29576,60,Pegawai Negeri,Murah,Lambat,Kecil,Tidak,Kurang,Solar,Sedang,Cukup,Tidak,Terbatas,Cukup,Cukup,Lengkap,Luas,Sempit,Sepeda
37,15874,57,Tidak Bekerja,Mahal,Cepat,Sedang,Ya,Kurang,Listrik,Tinggi,Cukup,Ya,Terbatas,Lengkap,Cukup,Cukup,Luas,Sempit,Mobil Listrik
42,19445,74,Pensiunan,Murah,Cepat,Sedang,Tidak,Cukup,Listrik,Sedang,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Sempit,Cukup,Sepeda
36,23627,66,Pegawai Negeri,Sedang,Cepat,Sedang,Ya,Cukup,Solar,Tinggi,Kurang,Tidak,Beragam,Kurang,Lengkap,Lengkap,Luas,Sempit,Mobil Listrik
47,24531,36,Pelajar/Mahasiswa,Murah,Cepat,Besar,Ya,Kurang,Listrik,Rendah,Baik,Tidak,Beragam,Kurang,Lengkap,Cukup,Luas,Sempit,Sepeda
37,5654,76,Pelajar/Mahasiswa,Sedang,Lambat,Kecil,Tidak,Baik,Listrik,Sedang,Cukup,Tidak,Beragam,Kurang,Cukup,Cukup,Cukup,Luas,Sepeda Motor
66,2350,12,Pelajar/Mahasiswa,Sedang,Cepat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Ya,Beragam,Lengkap,Cukup,Kurang,Sempit,Sempit,Mobil Listrik
18,7648,83,Pensiunan,Mahal,Sedang,Sedang,Tidak,Baik,Gas,Sedang,Baik,Ya,Terbatas,Kurang,Kurang,Lengkap,Sempit,Cukup,Mobil Listrik
45,26943,58,Pegawai Negeri,Mahal,Sedang,Besar,Tidak,Baik,Gas,Tinggi,Cukup,Tidak,Beragam,Kurang,Lengkap,Lengkap,Sempit,Cukup,Mobil Listrik
19,13582,24,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Cukup,Gas,Rendah,Cukup,Tidak,Beragam,Lengkap,Cukup,Lengkap,Cukup,Cukup,Mobil Listrik
46,8901,21,Tidak Bekerja,Murah,Cepat,Kecil,Ya,Baik,Gas,Tinggi,Cukup,Tidak,Beragam,Cukup,Cukup,Kurang,Luas,Luas,Mobil
42,21557,19,Pegawai Negeri,Mahal,Cepat,Sedang,Ya,Cukup,Gas,Sedang,Kurang,Ya,Beragam,Cukup,Cukup,Kurang,Luas,Luas,Sepeda
54,6838,39,Wiraswasta,Sedang,Sedang,Besar,Ya,Baik,Listrik,Rendah,Kurang,Ya,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Luas,Mobil
51,18944,83,Pegawai Negeri,Murah,Lambat,Kecil,Tidak,Kurang,Solar,Tinggi,Kurang,Ya,Beragam,Lengkap,Cukup,Cukup,Cukup,Cukup,Sepeda
63,2576,82,Pensiunan,Mahal,Cepat,Kecil,Tidak,Cukup,Solar,Sedang,Kurang,Ya,Terbatas,Cukup,Lengkap,Kurang,Luas,Sempit,Mobil Listrik
69,9715,23,Pelajar/Mahasiswa,Sedang,Cepat,Besar,Ya,Baik,Listrik,Tinggi,Kurang,Tidak,Beragam,Lengkap,Cukup,Cukup,Cukup,Luas,Sepeda Motor
60,2829,47,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Tidak,Baik,Bensin,Rendah,Kurang,Ya,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Luas,Sepeda Motor
27,21919,93,Pensiunan,Murah,Sedang,Kecil,Tidak,Cukup,Bensin,Tinggi,Cukup,Ya,Beragam,Cukup,Lengkap,Cukup,Luas,Sempit,Sepeda Motor
27,13241,76,Pensiunan,Sedang,Cepat,Besar,Ya,Kurang,Bensin,Rendah,Cukup,Ya,Terbatas,Cukup,Lengkap,Kurang,Cukup,Cukup,Sepeda
31,13387,51,Pegawai Negeri,Mahal,Cepat,Sedang,Tidak,Kurang,Bensin,Sedang,Baik,Ya,Terbatas,Kurang,Lengkap,Cukup,Cukup,Luas,Sepeda Motor
33,12036,94,Pensiunan,Sedang,Sedang,Sedang,Ya,Baik,Bensin,Sedang,Kurang,Tidak,Beragam,Lengkap,Kurang,Kurang,Sempit,Sempit,Mobil
47,7631,54,Pensiunan,Murah,Lambat,Besar,Ya,Cukup,Listrik,Sedang,Baik,Ya,Terbatas,Lengkap,Lengkap,Cukup,Cukup,Luas,Mobil Listrik
30,20023,48,Pelajar/Mahasiswa,Murah,Sedang,Besar,Ya,Kurang,Bensin,Tinggi,Cukup,Ya,Beragam,Cukup,Kurang,Kurang,Cukup,Luas,Mobil Listrik
32,14510,60,Pelajar/Mahasiswa,Sedang,Cepat,Besar,Tidak,Baik,Gas,Tinggi,Baik,Tidak,Beragam,Cukup,Kurang,Lengkap,Luas,Luas,Mobil Listrik
30,3050,89,Tidak Bekerja,Mahal,Sedang,Besar,Tidak,Kurang,Bensin,Sedang,Cukup,Tidak,Terbatas,Cukup,Lengkap,Cukup,Luas,Cukup,Sepeda
46,28288,35,Pegawai Negeri,Murah,Cepat,Sedang,Tidak,Kurang,Solar,Sedang,Cukup,Tidak,Beragam,Lengkap,Kurang,Cukup,Cukup,Sempit,Mobil Listrik
36,15527,11,Pensiunan,Mahal,Lambat,Besar,Tidak,Baik,Solar,Rendah,Kurang,Tidak,Terbatas,Cukup,Kurang,Cukup,Cukup,Luas,Sepeda Motor
22,9340,46,Pegawai Negeri,Sedang,Lambat,Besar,Tidak,Cukup,Listrik,Tinggi,Kurang,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Sempit,Sepeda
59,3905,5,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Ya,Baik,Bensin,Rendah,Baik,Ya,Beragam,Lengkap,Cukup,Kurang,Cukup,Cukup,Mobil
31,24512,25,Pensiunan,Sedang,Sedang,Kecil,Tidak,Baik,Gas,Sedang,Kurang,Tidak,Terbatas,Lengkap,Cukup,Kurang,Cukup,Cukup,Sepeda Motor
46,14036,80,Pegawai Negeri,Murah,Lambat,Sedang,Ya,Cukup,Gas,Sedang,Kurang,Ya,Terbatas,Lengkap,Cukup,Lengkap,Sempit,Luas,Sepeda Motor
42,27141,21,Pensiunan,Sedang,Lambat,Kecil,Ya,Cukup,Bensin,Sedang,Baik,Ya,Terbatas,Lengkap,Kurang,Cukup,Cukup,Cukup,Mobil
47,16381,49,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Tidak,Baik,Bensin,Sedang,Kurang,Ya,Terbatas,Kurang,Kurang,Cukup,Luas,Luas,Sepeda
60,12927,47,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Tidak,Kurang,Listrik,Tinggi,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Luas,Luas,Mobil
47,9975,14,Tidak Bekerja,Mahal,Lambat,Kecil,Tidak,Cukup,Solar,Tinggi,Baik,Tidak,Terbatas,Cukup,Lengkap,Kurang,Sempit,Cukup,Sepeda
42,21486,7,Pelajar/Mahasiswa,Murah,Cepat,Kecil,Ya,Baik,Bensin,Rendah,Kurang,Tidak,Beragam,Lengkap,Kurang,Cukup,Sempit,Sempit,Mobil
52,8405,32,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Tidak,Kurang,Bensin,Sedang,Kurang,Tidak,Beragam,Cukup,Lengkap,Lengkap,Cukup,Cukup,Sepeda
20,3259,85,Wiraswasta,Mahal,Sedang,Kecil,Tidak,Baik,Bensin,Rendah,Baik,Ya,Beragam,Kurang,Lengkap,Cukup,Sempit,Sempit,Sepeda Motor
31,19057,30,Tidak Bekerja,Mahal,Lambat,Kecil,Tidak,Cukup,Solar,Sedang,Cukup,Tidak,Beragam,Cukup,Cukup,Cukup,Sempit,Luas,Mobil Listrik
40,14059,81,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Ya,Baik,Bensin,Sedang,Baik,Tidak,Beragam,Kurang,Kurang,Cukup,Cukup,Luas,Sepeda
47,26102,11,Pegawai Negeri,Sedang,Lambat,Besar,Tidak,Baik,Listrik,Rendah,Baik,Ya,Terbatas,Cukup,Cukup,Cukup,Luas,Sempit,Sepeda Motor
55,29693,46,Pegawai Negeri,Murah,Cepat,Kecil,Ya,Baik,Listrik,Tinggi,Kurang,Tidak,Beragam,Kurang,Lengkap,Lengkap,Cukup,Sempit,Mobil Listrik
49,22811,88,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Kurang,Gas,Sedang,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Cukup,Cukup,Sepeda
28,22730,57,Wiraswasta,Mahal,Lambat,Sedang,Tidak,Cukup,Solar,Sedang,Cukup,Ya,Beragam,Lengkap,Cukup,Kurang,Sempit,Sempit,Mobil
54,6974,87,Pegawai Negeri,Mahal,Cepat,Sedang,Ya,Baik,Solar,Rendah,Cukup,Tidak,Beragam,Cukup,Lengkap,Kurang,Luas,Sempit,Mobil Listrik
23,28388,58,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Tidak,Cukup,Gas,Tinggi,Kurang,Tidak,Terbatas,Cukup,Lengkap,Cukup,Cukup,Luas,Mobil Listrik
37,25197,13,Tidak Bekerja,Sedang,Sedang,Besar,Tidak,Baik,Solar,Rendah,Cukup,Ya,Terbatas,Kurang,Kurang,Lengkap,Cukup,Cukup,Mobil Listrik
28,20545,35,Pensiunan,Sedang,Lambat,Sedang,Tidak,Cukup,Gas,Rendah,Kurang,Ya,Beragam,Cukup,Kurang,Lengkap,Cukup,Sempit,Sepeda Motor
41,11536,45,Pensiunan,Sedang,Cepat,Besar,Ya,Kurang,Solar,Rendah,Cukup,Tidak,Terbatas,Cukup,Cukup,Lengkap,Cukup,Luas,Sepeda Motor
50,13657,22,Wiraswasta,Mahal,Lambat,Sedang,Ya,Kurang,Bensin,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Kurang,Cukup,Cukup,Sepeda Motor
28,11611,89,Tidak Bekerja,Mahal,Lambat,Sedang,Tidak,Cukup,Bensin,Rendah,Baik,Tidak,Beragam,Kurang,Kurang,Kurang,Sempit,Sempit,Mobil
46,7083,14,Pegawai Negeri,Mahal,Sedang,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Tidak,Terbatas,Lengkap,Kurang,Kurang,Cukup,Luas,Sepeda
68,25421,27,Tidak Bekerja,Sedang,Sedang,Sedang,Tidak,Cukup,Listrik,Sedang,Cukup,Tidak,Terbatas,Cukup,Kurang,Lengkap,Sempit,Sempit,Mobil
61,26745,43,Tidak Bekerja,Murah,Cepat,Kecil,Tidak,Cukup,Listrik,Sedang,Baik,Tidak,Beragam,Lengkap,Lengkap,Kurang,Luas,Luas,Mobil Listrik
60,26436,24,Wiraswasta,Mahal,Sedang,Sedang,Tidak,Baik,Gas,Sedang,Cukup,Ya,Terbatas,Cukup,Cukup,Cukup,Luas,Cukup,Sepeda
50,21164,91,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Tidak,Kurang,Solar,Tinggi,Cukup,Tidak,Terbatas,Cukup,Kurang,Lengkap,Cukup,Luas,Sepeda Motor
60,18731,71,Wiraswasta,Murah,Cepat,Sedang,Tidak,Baik,Solar,Tinggi,Baik,Ya,Beragam,Cukup,Kurang,Cukup,Cukup,Luas,Mobil Listrik
57,5282,85,Wiraswasta,Murah,Sedang,Sedang,Tidak,Baik,Solar,Rendah,Baik,Ya,Beragam,Kurang,Kurang,Lengkap,Luas,Cukup,Mobil Listrik
52,22894,86,Pensiunan,Sedang,Cepat,Kecil,Ya,Cukup,Listrik,Tinggi,Cukup,Tidak,Beragam,Cukup,Lengkap,Lengkap,Luas,Luas,Mobil Listrik
65,19742,10,Tidak Bekerja,Sedang,Sedang,Sedang,Ya,Kurang,Solar,Rendah,Cukup,Ya,Beragam,Kurang,Cukup,Cukup,Luas,Cukup,Sepeda Motor
42,12070,74,Tidak Bekerja,Mahal,Sedang,Besar,Ya,Cukup,Bensin,Tinggi,Baik,Tidak,Beragam,Lengkap,Kurang,Kurang,Sempit,Sempit,Mobil
25,18468,12,Pensiunan,Sedang,Lambat,Sedang,Tidak,Kurang,Listrik,Tinggi,Kurang,Tidak,Terbatas,Kurang,Cukup,Kurang,Cukup,Cukup,Mobil
28,16671,61,Pelajar/Mahasiswa,Sedang,Lambat,Kecil,Ya,Cukup,Bensin,Tinggi,Baik,Ya,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Sempit,Mobil Listrik
31,9409,73,Pegawai Negeri,Sedang,Sedang,Sedang,Tidak,Kurang,Solar,Sedang,Baik,Ya,Beragam,Lengkap,Kurang,Kurang,Cukup,Luas,Sepeda Motor
45,8473,30,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Baik,Solar,Rendah,Kurang,Ya,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Cukup,Mobil Listrik
20,8040,62,Pegawai Negeri,Murah,Lambat,Besar,Tidak,Kurang,Solar,Tinggi,Baik,Ya,Beragam,Cukup,Lengkap,Kurang,Luas,Cukup,Sepeda Motor
65,16837,33,Pensiunan,Mahal,Sedang,Sedang,Ya,Cukup,Solar,Sedang,Cukup,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Luas,Cukup,Mobil Listrik
58,22399,12,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Cukup,Listrik,Rendah,Cukup,Tidak,Beragam,Cukup,Kurang,Lengkap,Cukup,Cukup,Mobil Listrik
48,9642,68,Pensiunan,Sedang,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Luas,Sempit,Sepeda
52,22640,11,Pegawai Negeri,Sedang,Sedang,Besar,Tidak,Baik,Listrik,Rendah,Kurang,Ya,Terbatas,Lengkap,Kurang,Cukup,Sempit,Sempit,Sepeda Motor
66,27073,42,Pegawai Negeri,Murah,Cepat,Sedang,Tidak,Baik,Listrik,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Cukup,Sempit,Sepeda Motor
57,26618,30,Pensiunan,Sedang,Cepat,Kecil,Ya,Baik,Bensin,Rendah,Kurang,Ya,Terbatas,Cukup,Cukup,Kurang,Luas,Luas,Sepeda Motor
31,15821,58,Tidak Bekerja,Mahal,Cepat,Sedang,Ya,Kurang,Solar,Tinggi,Kurang,Ya,Beragam,Kurang,Cukup,Lengkap,Sempit,Cukup,Mobil
59,13951,26,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Cukup,Solar,Sedang,Cukup,Tidak,Beragam,Lengkap,Kurang,Cukup,Cukup,Luas,Sepeda Motor
19,26276,92,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Cukup,Listrik,Sedang,Kurang,Tidak,Beragam,Lengkap,Lengkap,Cukup,Luas,Luas,Sepeda
35,13969,40,Pegawai Negeri,Mahal,Lambat,Besar,Tidak,Kurang,Solar,Sedang,Kurang,Tidak,Terbatas,Kurang,Cukup,Lengkap,Sempit,Luas,Sepeda
46,24792,20,Pegawai Negeri,Mahal,Sedang,Sedang,Ya,Kurang,Solar,Tinggi,Baik,Ya,Beragam,Lengkap,Kurang,Lengkap,Sempit,Luas,Mobil Listrik
64,8353,30,Pensiunan,Murah,Sedang,Sedang,Tidak,Cukup,Bensin,Tinggi,Kurang,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Luas,Sempit,Mobil Listrik
62,18577,72,Pensiunan,Mahal,Cepat,Besar,Tidak,Kurang,Solar,Tinggi,Kurang,Ya,Beragam,Lengkap,Cukup,Kurang,Luas,Cukup,Mobil
56,26046,74,Pensiunan,Sedang,Cepat,Sedang,Ya,Cukup,Gas,Sedang,Baik,Ya,Terbatas,Lengkap,Lengkap,Cukup,Cukup,Luas,Mobil Listrik
62,16973,50,Tidak Bekerja,Murah,Sedang,Besar,Ya,Cukup,Listrik,Rendah,Cukup,Tidak,Beragam,Lengkap,Lengkap,Kurang,Cukup,Luas,Sepeda Motor
45,9690,33,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Tidak,Cukup,Gas,Tinggi,Cukup,Tidak,Beragam,Cukup,Kurang,Kurang,Cukup,Cukup,Sepeda
40,20016,37,Pensiunan,Murah,Sedang,Sedang,Ya,Kurang,Listrik,Sedang,Baik,Tidak,Terbatas,Lengkap,Lengkap,Kurang,Luas,Sempit,Sepeda
26,12439,68,Wiraswasta,Sedang,Lambat,Kecil,Tidak,Baik,Gas,Sedang,Cukup,Ya,Terbatas,Kurang,Kurang,Cukup,Cukup,Sempit,Sepeda
22,26956,19,Pensiunan,Murah,Lambat,Besar,Ya,Kurang,Solar,Sedang,Kurang,Ya,Terbatas,Cukup,Cukup,Kurang,Cukup,Cukup,Mobil Listrik
46,29177,19,Pegawai Negeri,Mahal,Lambat,Sedang,Ya,Cukup,Bensin,Tinggi,Kurang,Ya,Terbatas,Lengkap,Kurang,Cukup,Luas,Sempit,Mobil
25,14176,50,Tidak Bekerja,Murah,Sedang,Besar,Tidak,Baik,Listrik,Sedang,Kurang,Tidak,Terbatas,Kurang,Cukup,Lengkap,Luas,Luas,Sepeda
27,9524,87,Pelajar/Mahasiswa,Mahal,Sedang,Besar,Ya,Baik,Listrik,Rendah,Baik,Ya,Beragam,Cukup,Kurang,Lengkap,Cukup,Luas,Mobil Listrik
20,3473,73,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Ya,Baik,Bensin,Rendah,Baik,Tidak,Beragam,Lengkap,Cukup,Kurang,Sempit,Luas,Sepeda Motor
56,8550,79,Pegawai Negeri,Sedang,Sedang,Sedang,Ya,Cukup,Listrik,Sedang,Kurang,Ya,Beragam,Cukup,Kurang,Kurang,Cukup,Cukup,Sepeda Motor
48,3538,60,Tidak Bekerja,Sedang,Cepat,Kecil,Tidak,Baik,Bensin,Sedang,Cukup,Ya,Beragam,Kurang,Lengkap,Cukup,Cukup,Cukup,Mobil
25,12627,74,Pelajar/Mahasiswa,Mahal,Sedang,Kecil,Ya,Baik,Solar,Rendah,Cukup,Ya,Beragam,Cukup,Cukup,Cukup,Cukup,Cukup,Sepeda Motor
19,15361,28,Pensiunan,Mahal,Sedang,Kecil,Ya,Kurang,Gas,Sedang,Kurang,Tidak,Beragam,Cukup,Cukup,Cukup,Luas,Luas,Sepeda
28,9129,16,Pegawai Negeri,Sedang,Sedang,Kecil,Ya,Baik,Solar,Rendah,Kurang,Ya,Terbatas,Cukup,Lengkap,Lengkap,Sempit,Luas,Mobil
58,19214,50,Pegawai Negeri,Sedang,Sedang,Kecil,Tidak,Cukup,Gas,Rendah,Kurang,Ya,Beragam,Cukup,Kurang,Lengkap,Cukup,Luas,Sepeda
33,9695,54,Wiraswasta,Sedang,Lambat,Sedang,Tidak,Cukup,Listrik,Sedang,Baik,Tidak,Terbatas,Kurang,Kurang,Lengkap,Cukup,Sempit,Mobil
44,26027,40,Pegawai Negeri,Murah,Cepat,Kecil,Tidak,Kurang,Bensin,Rendah,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Lengkap,Luas,Sempit,Sepeda
38,18628,53,Pensiunan,Mahal,Cepat,Kecil,Tidak,Cukup,Gas,Sedang,Kurang,Tidak,Beragam,Kurang,Lengkap,Cukup,Sempit,Cukup,Sepeda Motor
63,11704,93,Pelajar/Mahasiswa,Mahal,Cepat,Kecil,Ya,Baik,Solar,Tinggi,Baik,Tidak,Beragam,Kurang,Kurang,Cukup,Luas,Sempit,Mobil Listrik
46,23866,49,Pensiunan,Sedang,Sedang,Besar,Ya,Cukup,Listrik,Sedang,Kurang,Tidak,Beragam,Lengkap,Cukup,Lengkap,Sempit,Sempit,Mobil
68,22718,23,Pegawai Negeri,Mahal,Sedang,Kecil,Tidak,Cukup,Solar,Sedang,Cukup,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Sempit,Sepeda Motor
55,24443,65,Pegawai Negeri,Sedang,Cepat,Besar,Ya,Baik,Bensin,Rendah,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Sempit,Sempit,Sepeda
26,5511,55,Wiraswasta,Mahal,Lambat,Sedang,Tidak,Kurang,Solar,Rendah,Baik,Ya,Terbatas,Cukup,Lengkap,Cukup,Sempit,Cukup,Sepeda
45,13223,35,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Ya,Kurang,Solar,Tinggi,Kurang,Ya,Beragam,Cukup,Lengkap,Cukup,Cukup,Luas,Sepeda Motor
33,4029,37,Wiraswasta,Sedang,Cepat,Besar,Ya,Cukup,Listrik,Rendah,Cukup,Tidak,Beragam,Lengkap,Kurang,Lengkap,Cukup,Sempit,Mobil Listrik
47,21343,92,Pelajar/Mahasiswa,Sedang,Sedang,Besar,Tidak,Baik,Listrik,Sedang,Cukup,Ya,Terbatas,Lengkap,Cukup,Kurang,Luas,Luas,Sepeda
58,14678,32,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Ya,Kurang,Solar,Tinggi,Baik,Ya,Terbatas,Kurang,Kurang,Lengkap,Luas,Cukup,Mobil Listrik
42,9251,73,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Baik,Bensin,Tinggi,Kurang,Ya,Terbatas,Cukup,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
40,26634,87,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Cukup,Gas,Rendah,Cukup,Tidak,Beragam,Lengkap,Kurang,Kurang,Cukup,Sempit,Mobil Listrik
33,21628,16,Tidak Bekerja,Sedang,Lambat,Kecil,Ya,Baik,Solar,Sedang,Kurang,Ya,Beragam,Lengkap,Lengkap,Kurang,Luas,Luas,Mobil Listrik
27,10674,41,Pegawai Negeri,Sedang,Sedang,Sedang,Tidak,Kurang,Gas,Tinggi,Kurang,Ya,Terbatas,Lengkap,Lengkap,Kurang,Cukup,Luas,Sepeda Motor
33,9432,58,Wiraswasta,Sedang,Lambat,Besar,Tidak,Cukup,Gas,Tinggi,Baik,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Luas,Mobil Listrik
21,2157,97,Pensiunan,Murah,Sedang,Kecil,Tidak,Baik,Listrik,Rendah,Baik,Ya,Beragam,Lengkap,Lengkap,Lengkap,Luas,Cukup,Sepeda Motor
51,20353,12,Pelajar/Mahasiswa,Sedang,Sedang,Besar,Tidak,Cukup,Solar,Rendah,Baik,Ya,Terbatas,Cukup,Cukup,Kurang,Cukup,Luas,Mobil Listrik
51,26623,32,Pegawai Negeri,Murah,Sedang,Sedang,Tidak,Baik,Solar,Sedang,Kurang,Tidak,Beragam,Kurang,Lengkap,Kurang,Luas,Sempit,Mobil Listrik
38,11737,62,Pensiunan,Murah,Lambat,Besar,Ya,Baik,Gas,Tinggi,Kurang,Ya,Beragam,Cukup,Cukup,Kurang,Sempit,Cukup,Mobil
48,5177,11,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Tidak,Kurang,Solar,Sedang,Cukup,Tidak,Beragam,Lengkap,Lengkap,Kurang,Cukup,Cukup,Sepeda
47,28934,34,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Ya,Kurang,Solar,Sedang,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Luas,Sempit,Mobil Listrik
25,11408,90,Pensiunan,Mahal,Cepat,Besar,Ya,Baik,Bensin,Tinggi,Kurang,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Luas,Mobil
57,9867,80,Wiraswasta,Mahal,Cepat,Besar,Ya,Baik,Solar,Rendah,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Cukup,Luas,Mobil Listrik
43,12278,58,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Baik,Gas,Rendah,Baik,Tidak,Terbatas,Kurang,Cukup,Cukup,Cukup,Sempit,Sepeda Motor
48,23349,20,Wiraswasta,Mahal,Cepat,Besar,Tidak,Baik,Solar,Tinggi,Cukup,Ya,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Sempit,Mobil
47,6716,15,Pensiunan,Mahal,Lambat,Besar,Tidak,Baik,Listrik,Rendah,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Luas,Mobil Listrik
45,16100,25,Wiraswasta,Sedang,Sedang,Besar,Ya,Kurang,Bensin,Tinggi,Baik,Tidak,Beragam,Lengkap,Cukup,Kurang,Luas,Sempit,Sepeda Motor
24,7854,55,Wiraswasta,Mahal,Cepat,Kecil,Ya,Cukup,Bensin,Tinggi,Baik,Ya,Beragam,Lengkap,Cukup,Lengkap,Sempit,Luas,Mobil
30,28824,66,Tidak Bekerja,Murah,Lambat,Sedang,Ya,Kurang,Listrik,Sedang,Cukup,Tidak,Beragam,Lengkap,Kurang,Lengkap,Cukup,Cukup,Mobil
63,8800,46,Tidak Bekerja,Sedang,Sedang,Besar,Ya,Cukup,Listrik,Tinggi,Kurang,Ya,Terbatas,Kurang,Kurang,Kurang,Sempit,Luas,Mobil
36,9685,61,Wiraswasta,Mahal,Sedang,Kecil,Ya,Kurang,Solar,Tinggi,Baik,Ya,Terbatas,Lengkap,Cukup,Cukup,Cukup,Cukup,Mobil
49,8565,15,Pelajar/Mahasiswa,Mahal,Cepat,Sedang,Ya,Baik,Solar,Sedang,Baik,Tidak,Terbatas,Kurang,Kurang,Cukup,Sempit,Luas,Mobil Listrik
