Nilai Ujian,Kehadiran (%),Aktivitas Ekstrakurikuler,Preferensi Lokasi,Transportasi,Rata-rata Nilai Raport,Prestasi Akademik,Keterlibatan Orang Tua,Jarak Rumah (km),Ketersediaan Fasilitas Olahraga,Ketersediaan Fasilitas Laboratorium,Ketersediaan Fasilitas Perpustakaan,Ketersediaan Fasilitas Seni,Ketersediaan Fasilitas Komputer,Ketersediaan Fasilitas Wi-Fi,Ketersediaan Fasilitas Kesehatan,Ketersediaan Fasilitas Kafetaria,Lingkungan Sekitar,Ketersediaan Beasiswa,Sekolah Dipilih
83,92,Tinggi,Dekat Rumah,Mobil,61,Sedang,Rendah,18,Sedang,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Ada,Ada,Tenang,Ya,C
55,99,Sedang,Dekat Rumah,Bus,74,Rendah,Rendah,10,Sedang,Sedang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
67,81,Rendah,Jauh dari Rumah,Bus,83,Rendah,Sedang,1,Baik,Baik,Sedang,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Ya,B
69,91,Tinggi,Jauh dari Rumah,Bus,82,Sedang,Tinggi,2,Kurang,Baik,Baik,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Tidak,B
66,70,Tinggi,Jauh dari Rumah,Mobil,85,Sedang,Tinggi,14,Kurang,Baik,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,C
63,90,Rendah,Dekat Rumah,Bus,86,Rendah,Rendah,16,Sedang,Kurang,Sedang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
60,76,Rendah,Tidak Peduli,Mobil,91,Rendah,Rendah,16,Baik,Baik,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,A
54,85,Rendah,Tidak Peduli,Mobil,94,Sedang,Rendah,18,Kurang,Sedang,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,A
93,83,Rendah,Jauh dari Rumah,Mobil,79,Rendah,Sedang,16,Sedang,Kurang,Baik,Sedang,Kurang,Tidak Ada,Ada,Ada,Tenang,Ya,C
58,82,Sedang,Dekat Rumah,Mobil,83,Tinggi,Rendah,1,Baik,Baik,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
75,75,Tinggi,Jauh dari Rumah,Bus,88,Rendah,Rendah,10,Kurang,Baik,Sedang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
68,98,Tinggi,Dekat Rumah,Bus,80,Rendah,Rendah,15,Kurang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,C
68,78,Rendah,Jauh dari Rumah,Mobil,86,Sedang,Rendah,12,Baik,Kurang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,B
89,99,Sedang,Jauh dari Rumah,Sepeda,89,Sedang,Tinggi,19,Kurang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
82,75,Sedang,Jauh dari Rumah,Bus,79,Sedang,Rendah,12,Baik,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
87,79,Sedang,Tidak Peduli,Sepeda,65,Rendah,Tinggi,18,Kurang,Kurang,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,A
53,95,Tinggi,Jauh dari Rumah,Bus,66,Rendah,Sedang,10,Kurang,Baik,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
94,71,Sedang,Tidak Peduli,Mobil,78,Tinggi,Sedang,16,Sedang,Baik,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,C
62,99,Sedang,Tidak Peduli,Mobil,89,Tinggi,Tinggi,12,Baik,Baik,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
62,93,Rendah,Tidak Peduli,Bus,68,Tinggi,Tinggi,2,Baik,Sedang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
95,72,Tinggi,Jauh dari Rumah,Bus,78,Tinggi,Rendah,3,Kurang,Sedang,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Tenang,Ya,A
82,92,Rendah,Tidak Peduli,Bus,78,Tinggi,Sedang,6,Baik,Sedang,Baik,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
50,79,Rendah,Jauh dari Rumah,Mobil,76,Sedang,Tinggi,9,Kurang,Kurang,Kurang,Sedang,Baik,Ada,Ada,Ada,Nyaman,Ya,C
64,88,Sedang,Tidak Peduli,Mobil,65,Rendah,Rendah,11,Sedang,Baik,Baik,Baik,Baik,Ada,Ada,Tidak Ada,Nyaman,Ya,C
95,95,Rendah,Dekat Rumah,Bus,72,Tinggi,Sedang,3,Kurang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Tenang,Ya,A
79,70,Rendah,Dekat Rumah,Sepeda,93,Tinggi,Rendah,9,Kurang,Kurang,Kurang,Sedang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Ya,C
93,77,Tinggi,Jauh dari Rumah,Bus,68,Sedang,Tinggi,1,Kurang,Kurang,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Tenang,Tidak,B
61,76,Rendah,Jauh dari Rumah,Sepeda,67,Sedang,Tinggi,13,Sedang,Sedang,Baik,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,C
66,72,Tinggi,Dekat Rumah,Bus,86,Tinggi,Tinggi,9,Sedang,Kurang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
61,74,Tinggi,Dekat Rumah,Mobil,87,Rendah,Sedang,4,Kurang,Sedang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
84,87,Rendah,Jauh dari Rumah,Mobil,91,Rendah,Tinggi,17,Baik,Sedang,Sedang,Baik,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
86,89,Sedang,Dekat Rumah,Bus,70,Rendah,Tinggi,3,Kurang,Kurang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
89,78,Rendah,Tidak Peduli,Mobil,94,Sedang,Rendah,7,Sedang,Kurang,Baik,Sedang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
67,94,Sedang,Tidak Peduli,Mobil,87,Tinggi,Rendah,11,Kurang,Kurang,Sedang,Kurang,Baik,Tidak Ada,Ada,Ada,Nyaman,Tidak,B
72,92,Rendah,Dekat Rumah,Bus,76,Rendah,Sedang,3,Sedang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
57,81,Sedang,Tidak Peduli,Mobil,70,Sedang,Tinggi,18,Kurang,Kurang,Kurang,Baik,Baik,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,C
57,87,Sedang,Tidak Peduli,Sepeda,83,Rendah,Rendah,3,Kurang,Kurang,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
65,79,Rendah,Tidak Peduli,Bus,79,Tinggi,Sedang,2,Baik,Sedang,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
96,70,Tinggi,Tidak Peduli,Sepeda,84,Sedang,Rendah,15,Kurang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Ada,Ramai,Tidak,A
52,85,Rendah,Tidak Peduli,Mobil,82,Sedang,Rendah,7,Sedang,Kurang,Kurang,Sedang,Baik,Ada,Ada,Ada,Nyaman,Ya,B
61,76,Sedang,Dekat Rumah,Sepeda,63,Sedang,Tinggi,17,Sedang,Baik,Kurang,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
85,72,Sedang,Jauh dari Rumah,Sepeda,85,Sedang,Sedang,2,Baik,Sedang,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Ramai,Ya,C
78,82,Rendah,Jauh dari Rumah,Mobil,67,Tinggi,Rendah,10,Kurang,Baik,Kurang,Baik,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
67,88,Sedang,Tidak Peduli,Bus,67,Rendah,Sedang,16,Baik,Baik,Sedang,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
85,76,Rendah,Dekat Rumah,Mobil,76,Rendah,Sedang,6,Kurang,Kurang,Sedang,Baik,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,B
90,89,Sedang,Dekat Rumah,Sepeda,63,Tinggi,Sedang,12,Baik,Baik,Sedang,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
86,88,Rendah,Jauh dari Rumah,Bus,88,Tinggi,Tinggi,5,Kurang,Kurang,Kurang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,C
77,88,Sedang,Dekat Rumah,Bus,93,Rendah,Sedang,3,Baik,Baik,Kurang,Kurang,Kurang,Ada,Ada,Ada,Ramai,Tidak,B
89,91,Rendah,Jauh dari Rumah,Sepeda,73,Sedang,Rendah,18,Kurang,Sedang,Baik,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Ya,C
90,96,Sedang,Dekat Rumah,Mobil,94,Rendah,Sedang,15,Sedang,Sedang,Kurang,Sedang,Kurang,Ada,Ada,Ada,Nyaman,Tidak,C
96,92,Sedang,Tidak Peduli,Sepeda,61,Sedang,Tinggi,4,Sedang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
51,71,Tinggi,Tidak Peduli,Sepeda,79,Rendah,Tinggi,4,Sedang,Kurang,Baik,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
97,86,Tinggi,Dekat Rumah,Mobil,88,Rendah,Sedang,2,Kurang,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Ada,Ada,Ramai,Tidak,A
53,98,Tinggi,Jauh dari Rumah,Sepeda,87,Tinggi,Sedang,14,Baik,Kurang,Baik,Kurang,Sedang,Tidak Ada,Ada,Ada,Ramai,Ya,A
75,72,Tinggi,Jauh dari Rumah,Sepeda,72,Tinggi,Sedang,14,Sedang,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Tenang,Ya,B
92,81,Rendah,Jauh dari Rumah,Sepeda,61,Tinggi,Sedang,3,Kurang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
59,94,Tinggi,Tidak Peduli,Sepeda,66,Sedang,Rendah,5,Kurang,Sedang,Baik,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
74,77,Sedang,Jauh dari Rumah,Bus,93,Rendah,Tinggi,14,Sedang,Sedang,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
64,96,Rendah,Jauh dari Rumah,Sepeda,73,Rendah,Rendah,12,Baik,Sedang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
74,89,Tinggi,Dekat Rumah,Bus,63,Rendah,Rendah,15,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
68,79,Sedang,Dekat Rumah,Mobil,66,Rendah,Sedang,14,Kurang,Baik,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
84,80,Sedang,Dekat Rumah,Mobil,78,Rendah,Rendah,15,Kurang,Baik,Kurang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
64,90,Rendah,Jauh dari Rumah,Mobil,70,Tinggi,Tinggi,8,Baik,Baik,Sedang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
60,85,Tinggi,Dekat Rumah,Sepeda,66,Rendah,Tinggi,16,Sedang,Kurang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Tenang,Tidak,A
56,70,Rendah,Tidak Peduli,Sepeda,88,Rendah,Sedang,4,Kurang,Sedang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,B
70,83,Rendah,Jauh dari Rumah,Bus,64,Rendah,Sedang,17,Sedang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
99,79,Sedang,Tidak Peduli,Sepeda,81,Sedang,Tinggi,6,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
92,76,Sedang,Dekat Rumah,Mobil,68,Sedang,Rendah,16,Sedang,Baik,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
67,81,Rendah,Dekat Rumah,Mobil,86,Sedang,Tinggi,17,Baik,Baik,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,C
98,80,Tinggi,Jauh dari Rumah,Bus,80,Tinggi,Rendah,8,Baik,Baik,Sedang,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Tidak,B
75,79,Rendah,Tidak Peduli,Mobil,85,Tinggi,Rendah,7,Sedang,Kurang,Sedang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
60,76,Rendah,Tidak Peduli,Sepeda,78,Sedang,Sedang,16,Kurang,Baik,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,B
81,71,Rendah,Jauh dari Rumah,Sepeda,89,Tinggi,Sedang,3,Sedang,Sedang,Baik,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
74,88,Sedang,Tidak Peduli,Mobil,70,Sedang,Tinggi,3,Sedang,Sedang,Baik,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
96,79,Rendah,Dekat Rumah,Mobil,93,Sedang,Sedang,13,Sedang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,A
60,93,Sedang,Jauh dari Rumah,Mobil,74,Sedang,Tinggi,7,Sedang,Kurang,Sedang,Sedang,Sedang,Ada,Ada,Ada,Ramai,Tidak,C
91,74,Tinggi,Jauh dari Rumah,Sepeda,84,Tinggi,Rendah,18,Kurang,Kurang,Baik,Kurang,Kurang,Tidak Ada,Ada,Ada,Ramai,Ya,C
74,70,Rendah,Dekat Rumah,Bus,85,Sedang,Tinggi,5,Kurang,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
63,87,Rendah,Jauh dari Rumah,Sepeda,72,Rendah,Tinggi,5,Kurang,Baik,Kurang,Kurang,Sedang,Ada,Tidak Ada,Ada,Ramai,Tidak,C
52,92,Sedang,Dekat Rumah,Sepeda,82,Rendah,Tinggi,6,Kurang,Baik,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,B
51,85,Rendah,Dekat Rumah,Sepeda,93,Tinggi,Rendah,9,Baik,Kurang,Baik,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
57,85,Tinggi,Dekat Rumah,Sepeda,92,Rendah,Tinggi,19,Kurang,Sedang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
56,70,Tinggi,Jauh dari Rumah,Sepeda,70,Sedang,Tinggi,10,Sedang,Baik,Kurang,Sedang,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,A
87,73,Rendah,Dekat Rumah,Bus,83,Sedang,Rendah,12,Sedang,Sedang,Baik,Baik,Sedang,Ada,Tidak Ada,Ada,Ramai,Tidak,B
62,83,Sedang,Tidak Peduli,Bus,92,Tinggi,Tinggi,17,Baik,Baik,Baik,Kurang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
78,94,Tinggi,Dekat Rumah,Sepeda,89,Sedang,Rendah,1,Baik,Kurang,Baik,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
70,92,Rendah,Dekat Rumah,Bus,90,Tinggi,Rendah,1,Kurang,Kurang,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Tenang,Ya,C
85,92,Rendah,Tidak Peduli,Sepeda,93,Tinggi,Tinggi,15,Kurang,Kurang,Baik,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
94,78,Rendah,Tidak Peduli,Bus,88,Rendah,Rendah,17,Baik,Baik,Kurang,Baik,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,A
71,77,Rendah,Jauh dari Rumah,Bus,83,Rendah,Sedang,16,Kurang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,C
87,71,Sedang,Tidak Peduli,Bus,90,Sedang,Rendah,5,Kurang,Kurang,Sedang,Kurang,Baik,Ada,Ada,Ada,Tidak Nyaman,Ya,C
55,88,Rendah,Jauh dari Rumah,Sepeda,70,Sedang,Rendah,19,Baik,Baik,Kurang,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
88,76,Rendah,Jauh dari Rumah,Mobil,70,Sedang,Sedang,9,Baik,Sedang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,C
57,97,Tinggi,Dekat Rumah,Mobil,63,Tinggi,Sedang,4,Kurang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
89,90,Rendah,Tidak Peduli,Sepeda,80,Tinggi,Rendah,2,Baik,Kurang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
54,82,Sedang,Dekat Rumah,Mobil,89,Tinggi,Tinggi,2,Baik,Baik,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
85,71,Rendah,Dekat Rumah,Mobil,89,Rendah,Sedang,7,Kurang,Sedang,Sedang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
63,79,Tinggi,Tidak Peduli,Bus,64,Tinggi,Tinggi,7,Kurang,Baik,Baik,Kurang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,C
56,96,Tinggi,Dekat Rumah,Sepeda,93,Tinggi,Tinggi,1,Kurang,Kurang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
94,97,Sedang,Jauh dari Rumah,Sepeda,73,Tinggi,Sedang,1,Sedang,Sedang,Kurang,Baik,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
89,94,Rendah,Dekat Rumah,Mobil,65,Tinggi,Rendah,4,Kurang,Sedang,Baik,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,A
92,93,Tinggi,Jauh dari Rumah,Bus,94,Sedang,Tinggi,15,Sedang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,A
83,82,Tinggi,Jauh dari Rumah,Bus,61,Sedang,Rendah,7,Kurang,Kurang,Kurang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,B
71,83,Sedang,Jauh dari Rumah,Bus,61,Rendah,Rendah,17,Sedang,Sedang,Kurang,Sedang,Sedang,Ada,Tidak Ada,Ada,Ramai,Ya,B
52,78,Rendah,Jauh dari Rumah,Bus,63,Tinggi,Tinggi,6,Kurang,Sedang,Baik,Baik,Baik,Tidak Ada,Ada,Ada,Nyaman,Tidak,B
75,77,Sedang,Jauh dari Rumah,Bus,91,Tinggi,Tinggi,8,Kurang,Kurang,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
98,70,Sedang,Dekat Rumah,Bus,78,Rendah,Sedang,7,Sedang,Sedang,Kurang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,A
62,77,Sedang,Tidak Peduli,Mobil,67,Sedang,Tinggi,9,Baik,Kurang,Kurang,Sedang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,A
97,85,Rendah,Tidak Peduli,Bus,85,Rendah,Rendah,12,Baik,Sedang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
54,85,Rendah,Tidak Peduli,Bus,93,Rendah,Tinggi,4,Kurang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,C
59,71,Sedang,Jauh dari Rumah,Bus,62,Tinggi,Sedang,19,Sedang,Baik,Baik,Baik,Baik,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
50,79,Rendah,Dekat Rumah,Bus,91,Sedang,Rendah,6,Kurang,Kurang,Baik,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
76,85,Tinggi,Jauh dari Rumah,Bus,61,Sedang,Tinggi,19,Sedang,Kurang,Baik,Baik,Kurang,Ada,Tidak Ada,Ada,Nyaman,Tidak,B
88,98,Sedang,Dekat Rumah,Mobil,87,Tinggi,Sedang,15,Baik,Baik,Sedang,Kurang,Sedang,Ada,Ada,Ada,Ramai,Ya,A
58,73,Sedang,Jauh dari Rumah,Bus,61,Tinggi,Tinggi,18,Sedang,Baik,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Nyaman,Tidak,C
62,94,Rendah,Dekat Rumah,Sepeda,79,Tinggi,Tinggi,12,Baik,Sedang,Kurang,Sedang,Baik,Tidak Ada,Ada,Ada,Ramai,Ya,B
66,92,Tinggi,Dekat Rumah,Mobil,68,Sedang,Rendah,18,Sedang,Kurang,Sedang,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,B
90,93,Rendah,Tidak Peduli,Sepeda,75,Rendah,Tinggi,14,Kurang,Baik,Kurang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
71,83,Sedang,Tidak Peduli,Mobil,60,Rendah,Rendah,2,Kurang,Baik,Baik,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
71,74,Tinggi,Tidak Peduli,Bus,65,Tinggi,Tinggi,11,Sedang,Baik,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,A
87,94,Rendah,Jauh dari Rumah,Sepeda,83,Tinggi,Sedang,12,Baik,Baik,Kurang,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
59,97,Tinggi,Dekat Rumah,Sepeda,92,Sedang,Sedang,18,Kurang,Kurang,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tenang,Ya,A
63,89,Sedang,Tidak Peduli,Bus,75,Tinggi,Sedang,8,Kurang,Sedang,Baik,Baik,Kurang,Ada,Tidak Ada,Ada,Ramai,Ya,A
51,86,Sedang,Tidak Peduli,Bus,86,Sedang,Rendah,5,Kurang,Sedang,Baik,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
70,72,Sedang,Dekat Rumah,Mobil,85,Sedang,Tinggi,11,Kurang,Kurang,Baik,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
99,75,Rendah,Tidak Peduli,Sepeda,86,Rendah,Tinggi,6,Sedang,Baik,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
79,86,Rendah,Tidak Peduli,Mobil,78,Rendah,Sedang,18,Sedang,Baik,Baik,Kurang,Baik,Ada,Ada,Ada,Tenang,Ya,C
55,77,Sedang,Tidak Peduli,Mobil,78,Sedang,Tinggi,6,Sedang,Kurang,Sedang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,A
79,93,Rendah,Dekat Rumah,Mobil,70,Rendah,Rendah,19,Kurang,Baik,Sedang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
94,77,Tinggi,Dekat Rumah,Sepeda,68,Tinggi,Sedang,13,Kurang,Baik,Kurang,Baik,Sedang,Ada,Ada,Ada,Tenang,Ya,A
72,98,Rendah,Tidak Peduli,Sepeda,92,Rendah,Tinggi,9,Baik,Baik,Baik,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,A
66,93,Sedang,Jauh dari Rumah,Bus,74,Tinggi,Sedang,16,Sedang,Baik,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,A
95,91,Tinggi,Jauh dari Rumah,Mobil,89,Sedang,Sedang,1,Kurang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Ada,Ramai,Tidak,A
89,76,Sedang,Dekat Rumah,Bus,94,Sedang,Sedang,3,Kurang,Baik,Kurang,Kurang,Sedang,Ada,Ada,Ada,Tenang,Tidak,C
68,92,Sedang,Jauh dari Rumah,Mobil,77,Tinggi,Rendah,1,Baik,Sedang,Sedang,Baik,Kurang,Ada,Ada,Ada,Nyaman,Ya,B
52,81,Sedang,Jauh dari Rumah,Sepeda,88,Tinggi,Tinggi,3,Baik,Kurang,Sedang,Kurang,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,B
53,77,Sedang,Jauh dari Rumah,Mobil,90,Tinggi,Sedang,18,Kurang,Baik,Kurang,Sedang,Baik,Ada,Ada,Tidak Ada,Nyaman,Ya,A
81,71,Tinggi,Jauh dari Rumah,Bus,73,Tinggi,Rendah,6,Sedang,Kurang,Sedang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
67,90,Sedang,Dekat Rumah,Mobil,70,Rendah,Tinggi,2,Kurang,Baik,Baik,Kurang,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,C
69,92,Tinggi,Dekat Rumah,Bus,92,Sedang,Rendah,3,Baik,Kurang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
77,70,Sedang,Jauh dari Rumah,Mobil,64,Rendah,Sedang,13,Kurang,Kurang,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Tenang,Tidak,A
98,96,Sedang,Tidak Peduli,Bus,70,Tinggi,Rendah,12,Baik,Sedang,Kurang,Baik,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,A
64,93,Rendah,Jauh dari Rumah,Mobil,88,Sedang,Sedang,3,Sedang,Baik,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
53,91,Tinggi,Tidak Peduli,Bus,87,Sedang,Sedang,5,Kurang,Kurang,Baik,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Ya,A
58,89,Sedang,Dekat Rumah,Sepeda,91,Tinggi,Tinggi,14,Baik,Baik,Baik,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
51,74,Rendah,Tidak Peduli,Mobil,72,Rendah,Sedang,4,Baik,Sedang,Kurang,Kurang,Kurang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
73,97,Rendah,Jauh dari Rumah,Mobil,70,Tinggi,Sedang,14,Kurang,Kurang,Sedang,Kurang,Baik,Ada,Ada,Tidak Ada,Nyaman,Ya,A
